canonical_field_id,logical_source,normalized_path,field_path,definition,definition_status,collection_state,raw_or_derived,granularity,time_scope,collection_frequency,files_observed,runs_observed,files_expected,runs_expected,coverage_rate,missing_rate,values_observed,non_null_count,null_count,value_null_rate,null_profile_status,unit,reproducibility,leakage_risk,availability_phase,hypothesis_ids,collection_cost_class,priority,priority_reason,gap_status,path_total_bytes,path_mean_bytes_per_file,path_min_bytes,path_max_bytes,artifact_manifest_listed_rate,artifact_manifest_size_match_rate,artifact_sha256_present_rate,storage_attribution,usage_role,usage_status,rationale,source_kind,schema_variant_count,matched_rule_id,scan_status,files_profiled,runs_profiled,unique_count,unique_count_lower_bound,unique_count_exact,constant_state,constant_proved,numeric_count,non_numeric_count,numeric_min,numeric_max,redacted_examples_json,value_digest_sha256,sensitive_values_redacted,original_usage_role,original_usage_status,refinement_rule_id,derived_consumer,derived_evidence_verified,silently_dropped,path_files_observed,domain
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.queue.selection_index.rows,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.queue.selection_index.rows,"Observed field 'runtime_inputs.runtime_links.queue.selection_index.rows' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,240.0,0.0,240.0,240.0,"[""240""]",F26701FFEF803C2B32FA2A228C2268BBDD2A258D080CB8B7E916774F0BB3090B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.queue.selection_index.sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.queue.selection_index.sha256,"Observed field 'runtime_inputs.runtime_links.queue.selection_index.sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<DIGEST:C58C2BED62FF>""]",5FDFDFFB0EE54B04DD96D5E83D02D45A6B81850A8D8900D53CE5CC19C312B0CE,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.runtime_contract_id,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.runtime_contract_id,"Observed field 'runtime_inputs.runtime_links.runtime_contract_id' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""stage1_gapvalue240_runtime_v1_2""]",1FEDAC2C207389607AF735EAD7686F6AB4D6196982A24EB80800AF5258DE4964,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.runtime_contract_sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.runtime_contract_sha256,"Observed field 'runtime_inputs.runtime_links.runtime_contract_sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<DIGEST:6C9C6283493C>""]",1A2DAC4DB0462CE944B2E6716DFB1522CFB87F887439A5145CD2CDD99CE2278D,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.science_contract.file_sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.science_contract.file_sha256,"Observed field 'runtime_inputs.runtime_links.science_contract.file_sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<DIGEST:33E152B7D2F6>""]",4F70C17E84CA9E927EF24613674D07456425E951E6FF6FFFC930B333627CA325,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.science_contract.path,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.science_contract.path,"Observed field 'runtime_inputs.runtime_links.science_contract.path' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,identifier,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<PATH:2CB3D8F86DA8>""]",6AAC204AC0AD5581DA3A83D05EED3BFF951F94EDC0340D49E6FD69BD131345FC,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.science_contract.semantic_sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.science_contract.semantic_sha256,"Observed field 'runtime_inputs.runtime_links.science_contract.semantic_sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<DIGEST:B5BF55446E0B>""]",8D018CF7372C8555B907E626F5345FFB53AA2D19414D59398AF5DD6A8A50E887,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.selection_count,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.selection_count,"Observed field 'runtime_inputs.runtime_links.selection_count' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,240.0,0.0,240.0,240.0,"[""240""]",F26701FFEF803C2B32FA2A228C2268BBDD2A258D080CB8B7E916774F0BB3090B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.runtime_links.status,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.runtime_links.status,"Observed field 'runtime_inputs.runtime_links.status' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""PASS""]",F1676B7970DB633F751CBBC09642156257AE3376B03D684C5D4A36973C859B1B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.selection.selection_index_sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.selection.selection_index_sha256,"Observed field 'runtime_inputs.selection.selection_index_sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""<DIGEST:C58C2BED62FF>""]",5FDFDFFB0EE54B04DD96D5E83D02D45A6B81850A8D8900D53CE5CC19C312B0CE,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.selection.selection_path,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.selection.selection_path,"Observed field 'runtime_inputs.selection.selection_path' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,identifier,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,240.0,240.0,True,NON_CONSTANT,False,0.0,240.0,,,"[""<PATH:0194FF5E91AB>"", ""<PATH:FF043046D785>"", ""<PATH:3A4F8608FDB6>""]",B1D024636D3CBD51F257DC0CDE99A548DAFF49E9F565995BB3AF023283A0B52A,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.selection.selection_sha256,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.selection.selection_sha256,"Observed field 'runtime_inputs.selection.selection_sha256' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,sha256_or_digest,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,240.0,240.0,True,NON_CONSTANT,False,0.0,240.0,,,"[""<DIGEST:D3294DBA791B>"", ""<DIGEST:378D10064277>"", ""<DIGEST:F0B0BB2FE220>""]",A9698472A1105F82E57DE98C439C36243252F43985D3E4B1975A30B1FC097B48,True,LINEAGE_VALIDATION,AUDITED,run-lineage,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.selection.status,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.selection.status,"Observed field 'runtime_inputs.selection.status' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""PASS""]",F1676B7970DB633F751CBBC09642156257AE3376B03D684C5D4A36973C859B1B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::runtime_inputs.status,canonical_240run_evidence,07_validation/preflight_report.json,runtime_inputs.status,"Observed field 'runtime_inputs.status' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,seconds_or_timestamp,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""PASS""]",F1676B7970DB633F751CBBC09642156257AE3376B03D684C5D4A36973C859B1B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/preflight_report.json::status,canonical_240run_evidence,07_validation/preflight_report.json,status,"Observed field 'status' in '07_validation/preflight_report.json'. Formal input, storage, checkpoint and postflight validation evidence.",SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,240,240,240,240,1.0,0.0,240,240.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,3048588.0,12702.45,12685.0,12738.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,"Formal input, storage, checkpoint and postflight validation evidence.",JSON,1,validation-standard,PROFILED,240,240,1.0,1.0,True,CONSTANT,True,0.0,240.0,,,"[""PASS""]",F1676B7970DB633F751CBBC09642156257AE3376B03D684C5D4A36973C859B1B,True,LINEAGE_VALIDATION,AUDITED,run-validation-evidence,,False,False,240.0,
canonical_240run_evidence::07_validation/status_before_manual_recovery_{TIMESTAMP}.json::attempt_id,canonical_240run_evidence,07_validation/status_before_manual_recovery_{TIMESTAMP}.json,attempt_id,Observed field 'attempt_id' in '07_validation/status_before_manual_recovery_{TIMESTAMP}.json'. Manual recovery and pre/post-repair provenance only.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,1,1,1,1,1.0,0.0,1,1.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,306.0,306.0,306.0,306.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Manual recovery and pre/post-repair provenance only.,JSON,1,manual-recovery-validation,PROFILED,1,1,1.0,1.0,True,CONSTANT,True,0.0,1.0,,,"[""20260714T224031_R1_28c8da6e33""]",8399F9D5CC668239F14BE82FFEECE94D0346ED593A1338CB855A31E16DF8D1DE,True,LINEAGE_VALIDATION,AUDITED,validation-lineage,,False,False,1.0,
canonical_240run_evidence::07_validation/status_before_manual_recovery_{TIMESTAMP}.json::error,canonical_240run_evidence,07_validation/status_before_manual_recovery_{TIMESTAMP}.json,error,Observed field 'error' in '07_validation/status_before_manual_recovery_{TIMESTAMP}.json'. Manual recovery and pre/post-repair provenance only.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,1,1,1,1,1.0,0.0,1,1.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,306.0,306.0,306.0,306.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Manual recovery and pre/post-repair provenance only.,JSON,1,manual-recovery-validation,PROFILED,1,1,1.0,1.0,True,CONSTANT,True,0.0,1.0,,,"[""missing or corrupt native-resume checkpoint""]",2B2E2E2B60244732666BF74527C2C2D382A423F6AB8ED192E8C9A7B6B9A649D3,True,LINEAGE_VALIDATION,AUDITED,validation-lineage,,False,False,1.0,
canonical_240run_evidence::07_validation/status_before_manual_recovery_{TIMESTAMP}.json::error_code,canonical_240run_evidence,07_validation/status_before_manual_recovery_{TIMESTAMP}.json,error_code,Observed field 'error_code' in '07_validation/status_before_manual_recovery_{TIMESTAMP}.json'. Manual recovery and pre/post-repair provenance only.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,1,1,1,1,1.0,0.0,1,1.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,306.0,306.0,306.0,306.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Manual recovery and pre/post-repair provenance only.,JSON,1,manual-recovery-validation,PROFILED,1,1,1.0,1.0,True,CONSTANT,True,0.0,1.0,,,"[""CORRUPT_RESUME_CHECKPOINT""]",5F1F087E9B8562C6279AF0A202E3F46DF5D4F6D25E9B371027E94DA8AED97C42,True,LINEAGE_VALIDATION,AUDITED,validation-lineage,,False,False,1.0,
canonical_240run_evidence::07_validation/status_before_manual_recovery_{TIMESTAMP}.json::phase,canonical_240run_evidence,07_validation/status_before_manual_recovery_{TIMESTAMP}.json,phase,Observed field 'phase' in '07_validation/status_before_manual_recovery_{TIMESTAMP}.json'. Manual recovery and pre/post-repair provenance only.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,1,1,1,1,1.0,0.0,1,1.0,0.0,0.0,PROFILED,unitless_or_categorical,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,306.0,306.0,306.0,306.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Manual recovery and pre/post-repair provenance only.,JSON,1,manual-recovery-validation,PROFILED,1,1,1.0,1.0,True,CONSTANT,True,0.0,1.0,,,"[""train""]",C0017C71756ACEEF93CDB33E71FA7C876122046F1E51E46E63A79634379D631F,True,LINEAGE_VALIDATION,AUDITED,validation-lineage,,False,False,1.0,
canonical_240run_evidence::07_validation/status_before_manual_recovery_{TIMESTAMP}.json::pid,canonical_240run_evidence,07_validation/status_before_manual_recovery_{TIMESTAMP}.json,pid,Observed field 'pid' in '07_validation/status_before_manual_recovery_{TIMESTAMP}.json'. Manual recovery and pre/post-repair provenance only.,SOURCE_RATIONALE,COLLECTED,RAW_RECORDED,RUN,RUN_LIFECYCLE,ONCE_PER_SOURCE_ARTIFACT,1,1,1,1,1.0,0.0,1,1.0,0.0,0.0,PROFILED,count_or_index,HASH_VERIFIABLE,NONE_OR_TRAIN_ONLY,RUN_LIFECYCLE,H0_LINEAGE_AND_REPRODUCIBILITY,LOW,P1,"Needed for confound control, mechanism analysis, or reproducibility.",SUFFICIENT_CURRENT,306.0,306.0,306.0,306.0,1.0,1.0,1.0,PATH_LEVEL_REPEAT_ON_FIELDS_DO_NOT_SUM,LINEAGE_VALIDATION,AUDITED,Manual recovery and pre/post-repair provenance only.,JSON,1,manual-recovery-validation,PROFILED,1,1,1.0,1.0,True,CONSTANT,True,1.0,0.0,428.0,428.0,"[""428""]",CE1804121C3354236498CC06825D6D8482919E1E424C1CFDB92654F3E12EAEF8,True,LINEAGE_VALIDATION,AUDITED,validation-lineage,,False,False,1.0,
