reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,method_source_status,screened_credit
107,RESERVE_ALL,P0223,RG1F8DA90318835C3E,CWBA2FEFF96CB702BF93F5,Hierarchical Neyman-Pearson Classification for Prioritizing Severe Disease Categories in COVID-19 Patient Data,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWBA2FEFF96CB702BF93F5,sources/P0223.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
108,RESERVE_ALL,P0418,RG6441DB3325F2660C,CWA32DA7FFEFC143771A10,Calibration: the Achilles heel of predictive analytics,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA32DA7FFEFC143771A10,sources/P0418.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
109,RESERVE_ALL,P0239,RG39E18190653FB0F2,CW4B85D089340873B51F62,Intentional Control of Type I Error Over Unconscious Data Distortion: A Neyman–Pearson Approach to Text Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW4B85D089340873B51F62,sources/P0239.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
110,RESERVE_ALL,P0075,RGD12B9AB022C94D70,CWFC8910B5D0FE3F3BFD5D,Batch and online learning algorithms for nonconvex neyman-pearson classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWFC8910B5D0FE3F3BFD5D,sources/P0075.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
111,RESERVE_ALL,P0257,RG5156030DBF440F53,CW204FB727FD32DD4CF525,Neyman-Pearson multiclass classification under label noise via empirical likelihood,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW204FB727FD32DD4CF525,sources/P0257.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
112,RESERVE_ALL,P0252,RG36B21FEDF2B54743,CWBBA912FD06660C54DF44,Logistic push: a regression framework for partial AUC optimization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWBBA912FD06660C54DF44,sources/P0252.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
113,RESERVE_ALL,P0439,RG1117AE3153030B18,CW3712A2FC09BA696D4238,Optimal Bandwidths Selection for Nonparametric Neyman-Pearson Classifiers,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW3712A2FC09BA696D4238,sources/P0439.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
114,RESERVE_ALL,P0023,RGBF50D1FDD58BCFE5,CW60DE20FF6EBD0732725C,A Structural SVM Based Approach for Optimizing Partial AUC,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW60DE20FF6EBD0732725C,sources/P0023.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
115,RESERVE_ALL,P0390,RGE3020C44A4FABCC5,CW1AC8E76E51AB89123FC8,Weakly Supervised AUC Optimization: A Unified Partial AUC Approach,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW1AC8E76E51AB89123FC8,sources/P0390.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
116,RESERVE_ALL,P0358,RGF1B46C3EE91B3AF6,CWF2337F86C25F7E87FF45,Non-splitting Neyman-Pearson Classifiers,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF2337F86C25F7E87FF45,sources/P0358.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
117,RESERVE_ALL,P0453,RGFF80275536BC1CE9,CW2B9A188F56A9F67E923D,Performance Measures for Neyman–Pearson Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW2B9A188F56A9F67E923D,sources/P0453.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
118,RESERVE_ALL,P0287,RG61745A764A57C63A,CWD4109ACF793A7C0179C9,Neyman-Pearson Classification under Both Null and Alternative Distributions Shift,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD4109ACF793A7C0179C9,sources/P0287.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
119,RESERVE_ALL,P0463,RGC0C917E471439B6B,CW5113BD4038704C47006C,Optimizing partial receiver operating characteristic curve via curriculum learning and Neyman–Pearson criterion for robust underwater acoustic target detection,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ6;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5113BD4038704C47006C,sources/P0463.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
120,RESERVE_ALL,P0106,RGE135141573B076B0,CWD3A985789ECF796B7740,Optimizing Two-Way Partial AUC With an End-to-End Framework,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD3A985789ECF796B7740,sources/P0106.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
121,RESERVE_ALL,P0164,RG881A51E4CF5DD708,CW9C11D4B67ECF03391FC7,On Calibration of Modern Neural Networks,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW9C11D4B67ECF03391FC7,sources/P0164.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
122,RESERVE_ALL,P0356,RGC1E44488AAA2CD68,CWA13763A1E549FA7DE6FC,Neyman-Pearson Multi-class Classification via Cost-sensitive Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA13763A1E549FA7DE6FC,sources/P0356.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
123,RESERVE_ALL,P0162,RG9097668B6EDA91E6,CWC03817F931D4D3BDD7BA,Neyman-Pearson and Minimax cost complexity pruning of classification trees,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWC03817F931D4D3BDD7BA,sources/P0162.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
124,RESERVE_ALL,P0173,RGC7F11FE79EDA608C,CWCD348492ECB262ADF9CA,Partial AUC Maximization via Nonlinear Scoring Functions,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWCD348492ECB262ADF9CA,sources/P0173.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
125,RESERVE_ALL,P0241,RG68DFFA9A635943B1,CW29490D02E230361BA5BF,Semi-Supervised Learning for Maximizing the Partial AUC,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW29490D02E230361BA5BF,sources/P0241.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
126,RESERVE_ALL,P0224,RGD369E86C734F9041,CW26897B89204F560002C0,Tuning Support Vector Machines for Minimax and Neyman-Pearson Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW26897B89204F560002C0,sources/P0224.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
127,RESERVE_ALL,P0206,RGC8C0A91993691C30,CWB7B78F6C09272641F00A,Intentional control of type I error over unconscious data distortion: a Neyman-Pearson classification approach,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWB7B78F6C09272641F00A,sources/P0206.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
128,RESERVE_ALL,P0261,RG77AE73B03F823EFF,CW1D9BFF4E81DD42AE93F3,Tightening Control in Neyman--Pearson Linear Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7;RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW1D9BFF4E81DD42AE93F3,sources/P0261.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
129,RESERVE_ALL,P0415,RGB74B6AA607D262F1,CW83334C01C92701F22805,Online Neyman-Pearson Classification With Hierarchically Represented Models,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CW83334C01C92701F22805,sources/P0415.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
130,RESERVE_ALL,P0240,RG6C82C52AB6B24B6F,CWDECE50179B7F50ADB939,Neyman-Pearson and equal opportunity: when efficiency meets fairness in classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDECE50179B7F50ADB939,sources/P0240.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
131,RESERVE_ALL,P0050,RG3CF5945C92AC9742,CWA2BA5D4079785F9700C9,A Neural Network Approach for Online Nonlinear Neyman-Pearson Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA2BA5D4079785F9700C9,sources/P0050.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
132,RESERVE_ALL,P0291,RGCB66ABD5682CB8D9,CWE1F079E61A28A8BFE80A,If You Like Shapley Then You’ll Love the Core,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWE1F079E61A28A8BFE80A,sources/P0291.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
133,RESERVE_ALL,P0188,RGA6A58A7170DD750D,CW3AC29261D879935C3D0C,Hindsight Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW3AC29261D879935C3D0C,sources/P0188.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
134,RESERVE_ALL,P0210,RGF41101573CDA3DD8,CWC934613AB901C38A9451,Impact of Data Pruning on Machine Learning Algorithm Performance,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWC934613AB901C38A9451,sources/P0210.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
135,RESERVE_ALL,P0170,RG01FDB08536796CF8,CW94EB0ED14DC1295A0C8C,"Optimizing the Sample Selection of Machine Learning Models for Landslide Susceptibility Prediction Using Information Value Models in the Dabie Mountain Area of Anhui, China",NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW94EB0ED14DC1295A0C8C,sources/P0170.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
136,RESERVE_ALL,P0319,RG9DE8750E04F8B409,CWAC4080FD732BFDC2532D,Reinforcement Learning-Based Path Generation Using Sequential Pattern Reduction and Self-Directed Curriculum Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWAC4080FD732BFDC2532D,sources/P0319.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
137,RESERVE_ALL,P0202,RGF8B354BB7D617BC1,CW20ACF2EDFB64F3E87150,On the Calibration of Pre-trained Language Models using Mixup Guided by Area Under the Margin and Saliency,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW20ACF2EDFB64F3E87150,sources/P0202.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
138,RESERVE_ALL,P0288,RG3ADE3715B4112D35,CW66D63F235A33EE3864F6,Training Gradient Boosted Decision Trees on Tabular Data Containing Label Noise for Classification Tasks,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW66D63F235A33EE3864F6,sources/P0288.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
139,RESERVE_ALL,P0235,RG83BEB4CA3AD74FC1,CW3F044697C51812668FDD,Deep Generative Dual Memory Network for Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW3F044697C51812668FDD,sources/P0235.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
140,RESERVE_ALL,P0309,RG119326BE6F67CAED,CW7424BF80F5443431B8D3,Adaptive Orthogonal Projection for Batch and Online Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW7424BF80F5443431B8D3,sources/P0309.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
141,RESERVE_ALL,P0307,RG96C4FCD37EAF46A2,CWF8A6290B5B4578AC1BD5,Accuracy-based Curriculum Learning in Deep Reinforcement Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF8A6290B5B4578AC1BD5,sources/P0307.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
142,RESERVE_ALL,P0090,RG52BCA5B7935F1192,CWDA8674B4923AEC398642,Deep Clustering Based on Contractive Autoencoder and Self-paced Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ4;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDA8674B4923AEC398642,sources/P0090.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
143,RESERVE_ALL,P0421,RG59D71061A4A82A64,CW86CA40B23FC456AF4511,DONOD: Efficient and Generalizable Instruction Fine-Tuning for LLMs via Model-Intrinsic Dataset Pruning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ3;RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW86CA40B23FC456AF4511,sources/P0421.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
144,RESERVE_ALL,P0111,RGD709BAFF67BA1294,CW9313E9D4B1AA4165177E,A Probabilistic Interpretation of Self-Paced Learning with Applications\n to Reinforcement Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ5;RQ6;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW9313E9D4B1AA4165177E,sources/P0111.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
145,RESERVE_ALL,P0346,RGB05E82A46DB0D90C,CW83CA05A93AB7A93DBBEC,Accuracy Improvement Method Based on Characteristic Database Classification for IMRT Dose Prediction in Cervical Cancer: Scientifically Training Data Selection,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW83CA05A93AB7A93DBBEC,sources/P0346.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
146,RESERVE_ALL,P0256,RG46AFCD8021257074,CW081EB6BA90B36689FF11,"Adaptive, Correlation-Based Training Data Selection for IoT Device Management",NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW081EB6BA90B36689FF11,sources/P0256.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
147,RESERVE_ALL,P0413,RG1A1D4588C6520D5C,CW8939FBD49E6B4E72E7CA,A Novel Text Sample Selection Model for Scene Text Detection via Bootstrap Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW8939FBD49E6B4E72E7CA,sources/P0413.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
148,RESERVE_ALL,P0007,RG9D6DE46B70CCB4C4,CWDE7DA91300CEA661A571,A Multi-Label Classification Algorithm Based on Self-paced Learning and LDA,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDE7DA91300CEA661A571,sources/P0007.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
149,RESERVE_ALL,P0037,RG5E65389D3419650A,CW5E969C5574FFF7FB327B,Dynamic Sample Selection for Federated Learning with Heterogeneous Data in Fog Computing,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5E969C5574FFF7FB327B,sources/P0037.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
150,RESERVE_ALL,P0363,RG219DA456EDAF73B8,CW6B008D92FF1555EB421E,Curriculum Learning for Heterogeneous Star Network Embedding via Deep Reinforcement Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW6B008D92FF1555EB421E,sources/P0363.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
151,RESERVE_ALL,P0169,RGCBE4AF77B3F36A06,CWDD3944823A61EC935AF1,Accuracy Improvement by Training Data Selection in Automatic Test Cases Generation Method,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDD3944823A61EC935AF1,sources/P0169.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
152,RESERVE_ALL,P0276,RG9F78F99C8B9F703D,CWC87E7FCFD868F3FD4933,MSPL: Multimodal Self-Paced Learning for Multi-Omics Feature Selection and Data Integration,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ4;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWC87E7FCFD868F3FD4933,sources/P0276.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
153,RESERVE_ALL,P0424,RG5CAB3BEAC8A380BD,CW692FF61AC6AD7D03D189,Multiple UAS Traffic Planning Based on Deep Q-Network with Hindsight Experience Replay and Economic Considerations,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW692FF61AC6AD7D03D189,sources/P0424.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
154,RESERVE_ALL,P0200,RGFA9CBB79C8ABD20C,CW53D2FD8B2087BA419F27,Exploring Commonality and Individuality for Multi-Modal Curriculum Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ3;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW53D2FD8B2087BA419F27,sources/P0200.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
155,RESERVE_ALL,P0127,RG9465CC852E94474E,CWD108AF2E9E856B887490,Towards Federated Learning against Noisy Labels via Local Self-Regularization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD108AF2E9E856B887490,sources/P0127.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
156,RESERVE_ALL,P0129,RG35BDCD35FC3D6599,CWCDD3DF2E4A3C4BEFA256,Pre-training a BERT with Curriculum Learning by Increasing Block-Size of Input Text,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWCDD3DF2E4A3C4BEFA256,sources/P0129.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
157,RESERVE_ALL,P0181,RGA96668557C163645,CW5CDC7C48C7E12319BFE9,Structural optimization of neural networks and training data selection method for prediction,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5CDC7C48C7E12319BFE9,sources/P0181.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
158,RESERVE_ALL,P0001,RGE2CF775C97018D26,CW5DCEEFCD3BD815AB2CDE,Selecting Demonstrations for Many-Shot In-Context Learning via Gradient Matching,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5DCEEFCD3BD815AB2CDE,sources/P0001.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
159,RESERVE_ALL,P0184,RG9A17F6701388EEB5,CW83B778A18565450B091F,Continual Learning with Strong Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW83B778A18565450B091F,sources/P0184.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
160,RESERVE_ALL,P0155,RG95C7188036D6B7E8,CWD6EB26DA1D6FE7781F54,MRHER: Model-based Relay Hindsight Experience Replay for Sequential Object Manipulation Tasks with Sparse Rewards,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD6EB26DA1D6FE7781F54,sources/P0155.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
