reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_status,screened_credit
95,PRIMARY,P0166,RGC4A44E0A1148CFB4,CWA7BD0419ECB5CC1406AF,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,RQ1,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4ED18356BE7892A188574C1052A7632E40A2288148D69CC7330070AE86BE182D,sources/P0166.pdf,PDF,C5481C40F8CC7E734F0E00908C89326B1A5A7DC936DF02B51F0A97335F27F896,10786812,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
96,PRIMARY,P0276,RG9F78F99C8B9F703D,CWC87E7FCFD868F3FD4933,MSPL: Multimodal Self-Paced Learning for Multi-Omics Feature Selection and Data Integration,RQ4,RQ1;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,4F91F93F60D08F55EC3A1E44305F516EFFFEFB3A1CB09896774D59DA22533939,sources/P0276.pdf,PDF,3C5993FEF08D18188D77432E8BB8BB52F52142259CD63DB6DE0458809E1F1B43,4349888,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
97,PRIMARY,P0238,RGADDFA268E7143B7C,CWFF355BB4BFAC50498417,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,RQ3,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,4FCE7EC673C4895CA8E52AE22DECE57901A10CE936767A0D3CF643D158DC76E7,sources/P0238.pdf,PDF,25EF26ED306E0C91ED4660C55BE2F9FE1374C6B990E756EBEC238547B15EEE7E,3181465,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
98,PRIMARY,P0171,RG7847D09333510B20,CWCD843F0ACA98CCBA1C81,Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection,RQ3,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,50A1DE126E0AB385263D31C5FD15A70C361614FD10895BDA1396C99C25DEE9C0,sources/P0171.pdf,PDF,C1710EC056EE6009EA9B8B9E01876096A47399C820374700A7665BFCC7693D9B,954412,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
99,PRIMARY,P0390,RGE3020C44A4FABCC5,CW1AC8E76E51AB89123FC8,Weakly Supervised AUC Optimization: A Unified Partial AUC Approach,RQ8,RQ4,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,520287906CACB574B397E9D8CEE5BA0A3E8C37732C80183E9A139D446CB10223,sources/P0390.pdf,PDF,76D44CB776354E62126A9AF17852870074DF8D25C3540979E60B8085BCF4FB8C,1194333,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
100,PRIMARY,P0200,RGFA9CBB79C8ABD20C,CW53D2FD8B2087BA419F27,Exploring Commonality and Individuality for Multi-Modal Curriculum Learning,RQ3,RQ1;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,553C74BF965736B16D4559E3AC1777EFC790312AB04CA0B8EE68A4EA4991CA3B,sources/P0200.pdf,PDF,5F8D8E52C47E3FFECA4F92A4A074B56954BBC6227063B1C1A8805D16AA644CA3,1133608,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
101,PRIMARY,P0127,RG9465CC852E94474E,CWD108AF2E9E856B887490,Towards Federated Learning against Noisy Labels via Local Self-Regularization,RQ2,RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,559657927CB5F1F55B8956AB8C91BC76DCC78B1E44A5F1CCE3622E5D0826FABB,sources/P0127.pdf,PDF,53CF83212C2F5F419B09D99D24E49A4BD851F7A825E2659BC4283F5B964A9CDB,1918067,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
102,PRIMARY,P0358,RGF1B46C3EE91B3AF6,CWF2337F86C25F7E87FF45,Non-splitting Neyman-Pearson Classifiers,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,55B7C07463A57E44542794B39EFD38D63D4D0EFF5DA07712BBCF3BADDE44F6A6,sources/P0358.pdf,PDF,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,1924283,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
103,PRIMARY,P0159,RG8C763C55DBD85090,CW0FB8A339D5458F527CF3,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,RQ8,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,57BF11E2B3325468DFFC10B437D31915DEE0BC320277C672A28CD18363902EDE,sources/P0159.pdf,PDF,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,2620172,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
104,PRIMARY,P0377,RGB0E150D56A620552,CW895E9B239A41160FB98A,DNN-Based PolSAR Image Classification on Noisy Labels,RQ4,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,57D53072D34F0AA83D2A0C803C2F3561253CA899B18A2C9701E601C65557AABF,sources/P0377.pdf,PDF,09084B4A72AAD96088E32F7142727738C853588B2FE224825299C4DC45637C62,11821708,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
105,PRIMARY,P0129,RG35BDCD35FC3D6599,CWCDD3DF2E4A3C4BEFA256,Pre-training a BERT with Curriculum Learning by Increasing Block-Size of Input Text,RQ6,RQ2;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,580889008C6DA13DE8F130DE3B8B12AE7451E7AC2623DF3485B473B2EC095ED5,sources/P0129.pdf,PDF,0F9ADB328B3791C4D7182D2C48AA08A256ED06E2376BB4CB8365C18ACA8ED4EC,649773,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
106,PRIMARY,P0294,RG2E2062CDA4356359,CWCE617C2F312478E10A6F,Influcoder: Distilling Decoders' Gradient Influence Rankings into an Encoder for Data Attribution,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,5882FC7A66861C6B5D25EFC3629BBECA9085B13A0EAA333ABA9ED1C5130FAD79,sources/P0294.pdf,PDF,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,525644,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
107,PRIMARY,P0190,RG519E2DF5743D0F4D,CW0B32C16CAF407F713DCD,Coreset Selection via LLM-based Concept Bottlenecks,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,59135776908094BFF16D813CE5B462C0BBCCEBDAE5DFFA161CFD762B7FDADAF2,sources/P0190.pdf,PDF,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,5387402,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
108,PRIMARY,P0001,RGE2CF775C97018D26,CW5DCEEFCD3BD815AB2CDE,Selecting Demonstrations for Many-Shot In-Context Learning via Gradient Matching,RQ3,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,5A69ED817379AB9CDD41DD481992D797AF0B086C1A1BC274BDC0A4522C9421D8,sources/P0001.pdf,PDF,36F3F7F8A0C45D6B17F4BE353A657C127B353A502475B8CFCA5DC18EDF850DC4,2209111,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
109,PRIMARY,P0184,RG9A17F6701388EEB5,CW83B778A18565450B091F,Continual Learning with Strong Experience Replay,RQ5,RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,5A719983E86146CCFE8D07BF9CD54063A1F0B264FB9F36E7FAE90BEF8CE86581,sources/P0184.pdf,PDF,7B1EA7D75F1B6EECEC36F33713B6F9B26E1376FA0DAAD2E91DBD3E25E94B030C,714453,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
110,PRIMARY,P0176,RGB6DFBF9DB6006A42,CW2B79493D1548F34020BA,Generalizing Off-Policy Learning under Sample Selection Bias,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,5BA0125716A5328A990602834A7842C21B9B2EEF3C058AF847E8B5BBD73EC476,sources/P0176.pdf,PDF,6EFA6D0CA972245CF48670757248FF29FB9630472F0BB05B4D0B52ACD1605FF0,630377,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
111,PRIMARY,P0472,RG3C73E2C9D0A9F7D6,CWDB65418E75DAB1C9A0E3,SEED: Targeted Data Selection by Weighted Independent Set,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5CD70B223BDFA0546192728EA3B710804C8F2B20AF9A2468C8B7AAB5A5989751,sources/P0472.pdf,PDF,7551453D1D1608B61A92FE50AC0D8F996481B74E95296240D34C8DB7B80A1EE6,2194179,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
112,PRIMARY,P0146,RG89B377D5C9F39EEF,CW3C81365A858BCB076864,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,RQ6,RQ1;RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5D36A940BD6F2F2FE135CEA109CD9645217E64E5EE4709DBE5D98C3B8249D3F0,sources/P0146.pdf,PDF,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
113,PRIMARY,P0205,RG365E4B43FCF0F871,CW95905E41363466AB9C06,A Negative Result on Gradient Matching for Selective Backprop,RQ3,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,5D3BE07D11E7B9378B817DAD30CCD2475E887E8335932A6C97DD73FA8378FD9A,sources/P0205.pdf,PDF,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,897698,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
114,PRIMARY,P0344,RG610B67D24BB539BC,CW639D1D859D71A3AD55A3,Reinforced Training Data Selection for Domain Adaptation,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5E11B35993146C8C5E187E5B7CE2C3778B32DE3FF41F6BD426DF1C0A748C8FBF,sources/P0344.pdf,PDF,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,3647703,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
115,PRIMARY,P0114,RGF3A1AD28D0CCDCCE,CW5630EA617E1B465E1970,Data Pruning by Information Maximization,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5F67774F2A3084E56FDE251A05AB2AB5F36CB158B75362D95CD61A6F992B7155,sources/P0114.pdf,PDF,BCFF3526B1DEB88B5DB1C7DE35759989D273D313C4853C55E87140BD55584C7D,2387762,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
116,PRIMARY,P0014,RG09C0B0AB9A8300CA,CW6B8DDE7C8E793D3D2709,Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,RQ6,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5FCE9793A21692D7578D2C080A545B0DE5F5FADD9C984E1F6CC0B1B7EAE24712,sources/P0014.pdf,PDF,40A1576454268337A325FAA5C4294C0C7E781F838E2A7BD3773471C4F7ED6997,2537266,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
117,PRIMARY,P0155,RG95C7188036D6B7E8,CWD6EB26DA1D6FE7781F54,MRHER: Model-based Relay Hindsight Experience Replay for Sequential Object Manipulation Tasks with Sparse Rewards,RQ5,RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,5FD448F0C495507AC48B54F05510DF018DD70B7C85C160EEE65BA9C909D5ADBA,sources/P0155.pdf,PDF,EEBBF701D59907582A6DF49B6EEA1628DEC6794643C1AF65CF662C68A792EAEA,4937074,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
118,PRIMARY,P0180,RG9300ECB5F82C599B,CW5DD8F90BD1A625DE97B4,Phases of learning dynamics in artificial neural networks in the absence or presence of mislabeled data,RQ3,RQ1;RQ4;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,6032A444EA890282AA0A72EE21986C65FD3819A9F8A53C3BEE1BFF110168DF73,sources/P0180.pdf,PDF,2EA167464E0316C6CE7100210E680F68B829832266396486DFEA5941215A0A3F,1216875,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
119,PRIMARY,P0049,RG65AD6185EC84DA30,CWC4916390383E1FB37D3D,Q-VGM: Q-Guided Value-Gradient Matching for Flow-Matching VLA Policies,RQ3,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,60586C50916FCB2AE707203CEE85254EFBF1EB96DB8C84AF18EB58E4D113E0AC,sources/P0049.pdf,PDF,587F8F878DAAAFD39C68FCAC5D6E440886093E6CBEE6D653EA2CC102D2CF755D,4008832,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
120,PRIMARY,P0032,RG3EF67134F23E18B8,CW4918AE07F58C343F96B6,DsDm: Model-Aware Dataset Selection with Datamodels,RQ8,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6110E2E5E822F8455DE1B50F4C9034DD8254D550F183A5D60DEF8FC64E4CA125,sources/P0032.pdf,PDF,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,2970361,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
121,PRIMARY,P0065,RG84D8EFD7A0AD44CB,CW1B8BEEC69397A293C871,Class-Incremental Learning Using Generative Experience Replay Based on Time-aware Regularization,RQ6,RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,62CB079E09DE80EC1D175ED34A5F273C4F0E5DCD8DA5C3F36B80F95E34759B26,sources/P0065.pdf,PDF,432A648525F43622F711C8E8B38A00D53652F2353619DB19B45AC2624B4B4A37,7485236,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
122,PRIMARY,P0229,RGF22429890132EBC0,CW8F085E8AE91AC7A99214,Self-Paced Learning for Images of Antinuclear Antibodies,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,64D497857F5AE8C37124F3C2A259429E5C1DCE92DE25D534FE6C1DE25BDE43EA,sources/P0229.pdf,PDF,8E058ADC271B948C8D0B2BCBF7DA5B9E969CB663747A90878BCD7C3725F656AB,10377214,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
123,PRIMARY,P0287,RG61745A764A57C63A,CWD4109ACF793A7C0179C9,Neyman-Pearson Classification under Both Null and Alternative Distributions Shift,RQ8,RQ3,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,656225D67A285271ED664542845DCE0CF5F152F7422AD326CEE8339512C485B1,sources/P0287.pdf,PDF,19D4AB51CDF5467A1164109D2716412FD21858093774C2BD757AB9F850FC2FDA,608257,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
124,PRIMARY,P0073,RG29B778F8F0E00D96,CW235E03728908116125B8,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6850D5044DC891F6CA7E595662D962192305893D7CF3DE2C6FFB4DC46458E466,sources/P0073.pdf,PDF,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,679034,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
125,PRIMARY,P0066,RGDF7060DDA7EB2B77,CW582832E073362456B7FA,Cram Less to Fit More: Training Data Pruning Improves Memorization of Facts,RQ6,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6862B0F8FBEF2427DAAC5A4640A3327B70E7CC21933874901EFE22A2D5BA12CD,sources/P0066.pdf,PDF,8C0B633CEC72CAE523846384BDB24E13B16DF410CE70BA104D2F9A5B7F5C3582,1716101,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
126,PRIMARY,P0353,RGCBDDF743A884393C,CW3BE0CCA0D27130808B0A,Batch Sampling for Experience Replay,RQ3,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,692B2D0CFE1C698116FB060E0C0FC6FD31157222885800E8977DA44D2BA457DD,sources/P0353.pdf,PDF,83D899D27A26A26D223963AE8D3321D6F5615B99A3DBB7A706C9D9C0B717E82C,512361,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
127,PRIMARY,P0459,RG0FC21BBDD16AA2D4,CWBF0C890675FD0ACB0150,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,RQ3,RQ1;RQ4;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,69895D001B18DD5B55E33A3DB566BAA854A27ACC177246B70E0AE4B4A86B03DF,sources/P0459.pdf,PDF,81D610B588175CC2FACB35A6617988D30842C9B01A6A75D22B59177EE15293FE,2854048,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
128,PRIMARY,P0429,RG19827FEECA4BADC0,CWF293FE2E8E5FA4BFDE2A,Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining,RQ6,RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,69A55D6B7666D350629946ADD86431F70FC4AD6B4E342B5BB670F1F3DB176CD8,sources/P0429.pdf,PDF,DDBC3E7CF4AFCD77BEAA5FFC299FCECFF7C8E77429AC21384109059F10E1621A,11428720,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
129,PRIMARY,P0071,RG1CEDCFA1127E574E,CWBCF0DD6A82BD89E4C1E7,CS-Shapley: Class-wise Shapley Values for Data Valuation in Classification,RQ3,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,69B94BD4CC2E97B5712C86B9662CD98986754444607D0485824490BA345B78F6,sources/P0071.pdf,PDF,C23BD7203533F40099B734DDD6DCD7C81E307406B853FF2924796A43911E54BB,1887149,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
130,PRIMARY,P0317,RG6701A4112FBFD660,CWB9578352DB83C08EAC0E,On The Power of Curriculum Learning in Training Deep Networks,RQ6,RQ1;RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6A6FFB6D5D414A36A197794E6FC946A6B32370632F07E8E253568E393B18FD6E,sources/P0317.pdf,PDF,D08489CEA16D7A9EBA28A4C6A20B56B810B5ECD41B0A7D3A76A90880E2015A79,1212894,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
131,PRIMARY,P0312,RG7BE3267C80F9E0C0,CW7CBF803114FCB0E91CB8,Open set label noise learning with robust sample selection and margin-guided module,RQ4,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6BBF70EA6B4BDD0D442E9990C33AFC5DE4975EA5CF8177710E097E284AF9E695,sources/P0312.pdf,PDF,22B33ECB5F0B1E049E7759A8AFAD91F7ED8709FA662C18C8C4E493E8393954FA,3388946,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
132,PRIMARY,P0441,RGB2460D62DC9DC736,CW83E4EEB9D1FFA3250520,Improved Multi-Person 2D Human Pose Estimation Using Attention Mechanisms and Hard Example Mining,RQ1,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6C0D6CC33C1ABF151CCDE38A16BEBFAE01619C74196950EBA9A093DAE2FE5D57,sources/P0441.pdf,PDF,BC59651D1CADFCB8AE1D713090AD9EC437632AA31E73E457F1BE11CC01CC3B5C,8965417,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
133,PRIMARY,P0212,RGE7014358FFBBD881,CWD1941BFD54C89947BA64,"Differential Privacy, Linguistic Fairness, and Training Data Influence: Impossibility and Possibility Theorems for Multilingual Language Models",RQ8,RQ3,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,6C579EB7C39A758FBD6A37DEAF825EE956BD0AA9FB35248A8EF4A0AC338105B1,sources/P0212.pdf,PDF,20B3C113F5776E922C349D118BDD636981371124B400F8BE9B647C23D34F1BC3,3367500,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
134,PRIMARY,P0106,RGE135141573B076B0,CWD3A985789ECF796B7740,Optimizing Two-Way Partial AUC With an End-to-End Framework,RQ8,RQ3,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,6C81BA46CAFC4D176A356A5C747090AE28D05C855F86E1CD6C6A0AAEDAA70DAC,sources/P0106.pdf,PDF,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,8837691,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
135,PRIMARY,P0489,RG124AE52E7CF3D6B2,CW07E837464CFD6AB1AA3B,Constraint-Data-Value-Maximization: Utilizing Data Attribution for Effective Data Pruning in Low-Data Environments,RQ3,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6CD1539667B6807545819D8F414386038516A2EBEF829E6914E691FAAD36CBA5,sources/P0489.pdf,PDF,644A5100485E3B383C37633805660B8554BFCE41CC8B87D4C2D457226D62C4FE,1071122,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
136,PRIMARY,P0460,RGC67F47AC86D5015D,CW8AEC6750BA544BC31236,Data Valuation Without Training of a Model,RQ1,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,6D72D97613451E63E4A27E7DAF30B4F2B3B4E9700C0541F98D768FB310E46EE2,sources/P0460.pdf,PDF,3F63D9D93703246BBC738DC150437655BB958BC6E4932B500F0B9968BF881A6E,8444950,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
137,PRIMARY,P0412,RGF638ECA68B9BA405,CWCEF4FDD908D5C4A34AFE,Convergence Results For Q-Learning With Experience Replay,RQ6,RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,6E6818C46B04F94F29979DF2926BC28621F90DB68A5FC8F2E329AAC0D306B906,sources/P0412.pdf,PDF,DFD5FF6F45682C0F1D0DA747DB765BAB3FBDD872859E1135353D68CF0FCAB91F,752506,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
138,PRIMARY,P0366,RG58E5DAFC741F617B,CW75FBA4F03F8EE6FDD8B7,Unsupervised feature selection via self-paced learning and low-redundant regularization,RQ1,RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,6F3B79EB9F4CF732D4AE2921FFDD938C21C382035D60A54F654E681907EE136D,sources/P0366.pdf,PDF,585457056F622810B3C058575AE2CEA412158CB37B00D965A90F3458E59FB710,3438852,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
139,PRIMARY,P0189,RGD8453AB27200DCF8,CWEB485D837A2F070054C4,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,RQ6,RQ1;RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,6F70FA6503537C81030A81E52723ACDB2BEB25666508AB539D8A19362E377EE0,sources/P0189.pdf,PDF,B9F6140B13CD2F8E03C69A1285DA93F38C62A57E355C67C75CF84BD58DB90A32,3034129,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
140,PRIMARY,P0125,RG257CE5209DBE82CF,CW97D206E044E6D5EB2176,Attention-based Experience Replay Framework for Continual Learning of Agnostic Time Series Forecasting Models,RQ6,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,715F751ECC824F8BFDE9746463EA8E93AA5B2A1B0BC502DC5C7087C0623D61BC,sources/P0125.pdf,PDF,BC573319772252C95765F1C647ADF36F5030B61409DAE6884B9414C074D92A95,568490,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
141,PRIMARY,P0342,RG65D03E0A7A3EE26B,CW627E4A210BF9A758BDFD,Distributed Self-Paced Learning in Alternating Direction Method of Multipliers,RQ2,RQ1;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7276E1570BB8C4037F8C444583991D39B64FEC2D0E981BF7158C8C3B799C7412,sources/P0342.pdf,PDF,ABC466E11D78D6EAF38BE22E90638E4121A6001E58EC2B41DDE16FF5C7723F73,1133015,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
142,PRIMARY,P0057,RG678069BD7D02D709,CWF2692AF0AC650599B4A9,Towards Efficient Data Valuation Based on the Shapley Value,RQ2,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,72D0E507D3B7A525C0F5468E791B2621527FCF7B04F15BA624BF064FE18F31F0,sources/P0057.pdf,PDF,464A332E86B7E6FF1C77166F0D1E2DBE8D11BADFF546CFE7A3E5D5C177A32956,831855,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
